,code_before,comment,code_after
144,"public TransactionParser getParser(KXmlParser parser) { String namespace = parser.getNamespace(); String name = parser.getName(); TransactionParser superParser = super.getParser(parser); <START> if(superParser != null){ <END> return superParser; } if(""message"".equalsIgnoreCase(name)) { return new TransactionParser<String>(parser) { String nature = parser.getAttributeValue(null, ""nature""); public void commit(String parsed) throws IOException { } public String parse() throws InvalidStructureException,IOException, XmlPullParserException, UnfullfilledRequirementsException { message = parser.nextText(); if(nature != null) { if(message != null) { messages.put(nature, message); } } return message; } }; } return null; }",I if for future-proofing this check _after_ of internal ones? want default assumption override superclass's parsing behavior if supply parser for something,"public TransactionParser getParser(KXmlParser parser) { String namespace = parser.getNamespace(); String name = parser.getName(); if(""message"".equalsIgnoreCase(name)) { return new TransactionParser<String>(parser) { String nature = parser.getAttributeValue(null, ""nature""); public void commit(String parsed) throws IOException { } public String parse() throws InvalidStructureException,IOException, XmlPullParserException, UnfullfilledRequirementsException { message = parser.nextText(); if(nature != null) { if(message != null) { messages.put(nature, message); } } return message; } }; } TransactionParser superParser = super.getParser(parser); if(superParser != null){ return superParser; } return null; }"
145,"private boolean isWorkplaceJoined() { @SuppressWarnings(""unchecked"") Class<IDeviceCertificate> certClass = (Class<IDeviceCertificate>)AuthenticationSettings.INSTANCE.getDeviceCertificateProxy(); <START> return (certClass != null); <END> }",remove bracket,"private boolean isWorkplaceJoined() { @SuppressWarnings(""unchecked"") Class<IDeviceCertificate> certClass = (Class<IDeviceCertificate>)AuthenticationSettings.INSTANCE.getDeviceCertificateProxy(); return certClass != null; }"
146,"public Location resolveCurrentLocation() throws LocationDefinitionErrorException { int numberOfTries = 0; do { URL whatIsMyCity; try { whatIsMyCity = new URL(""<LINK_0>""); } catch (MalformedURLException e) { ++numberOfTries; continue; } try { <START> BufferedReader in = new BufferedReader(new InputStreamReader( <END> whatIsMyCity.openStream())); String currentInfo; StringBuilder responseStrBuilder = new StringBuilder(); while ((currentInfo = in.readLine()) != null) { responseStrBuilder.append(currentInfo); } JSONObject locationInfo = new JSONObject(responseStrBuilder.toString()); String[] coordinates = locationInfo .getString(""loc"").split("",""); Location result = new Location( Double.parseDouble(coordinates[0]), Double.parseDouble(coordinates[1])); result.setName(locationInfo.getString(""city"")); return result; } catch (IOException | JSONException e) { ++numberOfTries; } } while (numberOfTries < TwitterStream.MAX_NUMBER_OF_TRIES); throw new LocationDefinitionErrorException(LOCATION_DEFINITION_ERROR); }",try-with-resources,"public Location resolveCurrentLocation() throws LocationDefinitionErrorException, MalformedURLException { int numberOfTries = 0; do { URL whatIsMyCity; whatIsMyCity = new URL(""<LINK_0>""); try (BufferedReader in = new BufferedReader(new InputStreamReader( whatIsMyCity.openStream()))) { String currentInfo; StringBuilder responseStrBuilder = new StringBuilder(); while ((currentInfo = in.readLine()) != null) { responseStrBuilder.append(currentInfo); } JSONObject locationInfo = new JSONObject(responseStrBuilder.toString()); String[] coordinates = locationInfo .getString(""loc"").split("",""); Location result = new Location( Double.parseDouble(coordinates[0]), Double.parseDouble(coordinates[1]), locationInfo.getString(""city"")); return result; } catch (IOException | JSONException e) { ++numberOfTries; } } while (numberOfTries < TwitterStream.MAX_NUMBER_OF_TRIES); throw new LocationDefinitionErrorException(LOCATION_DEFINITION_ERROR); }"
147,"public boolean onActionItemClicked(ActionMode mode, MenuItem item) { switch (item.getItemId()) { case Menu.FIRST: if (mLabel == mAddedLabel) { addIssue(); } else { editIssueLabel(); } break; case Menu.FIRST + 1: new AlertDialog.Builder(IssueLabelListActivity.this) .setMessage(getString(R.string.issue_dialog_delete_message, mLabel.getName())) .setPositiveButton(R.string.delete, (dialog, whichButton) -> { IssuesLabelService <START> .deleteIssueLabel(IssueLabelListActivity.this, getRootLayout(), mRepoOwner, mRepoName, mLabel.getName()) <END> .subscribe(result -> { forceLoaderReload(0); setResult(RESULT_OK); }, e -> {}); }) .setNegativeButton(R.string.cancel, null) .show(); break; default: break; } mode.finish(); return true; }",Code style: please line lengths <= 100 chars. Github's web UI show full text,"public boolean onActionItemClicked(ActionMode mode, MenuItem item) { switch (item.getItemId()) { case Menu.FIRST: if (mLabel == mAddedLabel) { addIssue(); } else { editIssueLabel(); } break; case Menu.FIRST + 1: new AlertDialog.Builder(IssueLabelListActivity.this) .setMessage(getString(R.string.issue_dialog_delete_message, mLabel.getName())) .setPositiveButton(R.string.delete, (dialog, whichButton) -> { IssuesLabelService .deleteIssueLabel( IssueLabelListActivity.this, mRepoOwner, mRepoName, mLabel.getName() ).subscribe(result -> { forceLoaderReload(0); setResult(RESULT_OK); }, error -> {}); }) .setNegativeButton(R.string.cancel, null) .show(); break; default: break; } mode.finish(); return true; }"
148,"public void accept(ServiceLocator serviceLocator) { logger.info(""Loading topics metadata""); List<TopicName> topicsLeft = getTopics(); int initialTopicsCount = topicsLeft.size(); int retries = retryCount + 1; while (retries > 0) { retries--; <START> topicsLeft = topicsLeft.stream().filter(this::topicMetadataNotAvailable).collect(toList()); <END> if (!topicsLeft.isEmpty() && retries > 0) { waitBeforeNextRetry(); } } logResultInfo(topicsLeft, initialTopicsCount); }",@dankraw I remember wondered concurrency of this task. Imo try parallel this stream 500 topics metadata download takes 100ms (max is 500ms) wait 50 seconds is short amount of time in startup phase,"public void accept(ServiceLocator serviceLocator) { long start = System.currentTimeMillis(); logger.info(""Loading topics metadata""); List<CachedTopic> topics = topicsCache.getTopics(); List<MetadataLoadingResult> allResults = loadMetadataForTopics(topics); logResultInfo(allResults, System.currentTimeMillis() - start); }"
149,"static WeekActivityDTO createInstance(WeekActivity weekActivity, LevelOfDetail levelOfDetail) { boolean includeDetail = levelOfDetail == LevelOfDetail.WeekDetail; return new WeekActivityDTO(weekActivity.getGoal().getID(), weekActivity.getStartTime(), includeIf(() -> weekActivity.getSpread(), includeDetail), <START> includeIf(() -> weekActivity.getTotalActivityDurationMinutes(), includeDetail), <END> weekActivity.getDayActivities().stream() .map(dayActivity -> DayActivityDTO.createInstance(dayActivity, levelOfDetail)) .collect(Collectors.toList())); }",here: includeDetail ? weekActivity.getTotalActivitDurationMinutes() : Optional.empty(),"static WeekActivityDTO createInstance(WeekActivity weekActivity, LevelOfDetail levelOfDetail) { boolean includeDetail = levelOfDetail == LevelOfDetail.WeekDetail; return new WeekActivityDTO(weekActivity.getGoal().getID(), weekActivity.getStartTime(), includeDetail ? weekActivity.getSpread() : Collections.emptyList(), includeDetail ? Optional.of(weekActivity.getTotalActivityDurationMinutes()) : Optional.empty(), weekActivity.getDayActivities().stream() .map(dayActivity -> DayActivityDTO.createInstance(dayActivity, levelOfDetail)) .collect(Collectors.toList())); }"
150,"public CallbackResult<Collection<ValueType>> call() { final long start = System.currentTimeMillis(); if(!cache.acquireLock()) { log.debug(""{}: Unable to acquire refresh lock for"", cache.getCacheName()); cache.markLoadException(System.currentTimeMillis() - start); return new CallbackResult<>(new LockUnavailableException()); } <START> log.debug(""{}: Attempting to refresh data for"", cache.getCacheName()); <END> try { final Collection<ValueType> values = cache.loadAll(); if (values == null) { cache.markLoadException(System.currentTimeMillis() - start); return new CallbackResult<>(); } log.info(""{}: Async refresh for {}"", cache.getCacheName()); Map<KeyType, ValueType> valuesMap = new HashMap<>(); for (ValueType value : values) { valuesMap.put(cache.keyFromValue(value), value); } cache.putAll(valuesMap); cache.markLoadSuccess(System.currentTimeMillis() - start); cache.loadAllComplete(); return new CallbackResult<>(values); } catch (Exception ex) { cache.markLoadException(System.currentTimeMillis() - start); return new CallbackResult<>(ex); } finally { cache.releaseLock(); } }","small - drop "" for""","public CallbackResult<Collection<ValueType>> call() { final long start = System.currentTimeMillis(); if(!cache.acquireLock()) { log.debug(""{}: Unable to acquire refresh lock"", cache.getCacheName()); cache.markLoadException(System.currentTimeMillis() - start); return new CallbackResult<>(new LockUnavailableException()); } log.debug(""{}: Attempting to refresh data"", cache.getCacheName()); try { final Collection<ValueType> values = cache.loadAll(); if (values == null) { cache.markLoadException(System.currentTimeMillis() - start); return new CallbackResult<>(); } log.info(""{}: Async refresh"", cache.getCacheName()); Map<KeyType, ValueType> valuesMap = new HashMap<>(); for (ValueType value : values) { valuesMap.put(cache.keyFromValue(value), value); } cache.putAll(valuesMap); cache.markLoadSuccess(System.currentTimeMillis() - start); cache.loadAllComplete(); return new CallbackResult<>(values); } catch (Exception ex) { cache.markLoadException(System.currentTimeMillis() - start); return new CallbackResult<>(ex); } finally { cache.releaseLock(); } }"
151,"public String getExecutable(final Launcher launcher) throws IOException, InterruptedException { final File exe = launcher.getChannel().call(new MasterToSlaveCallable<File, IOException>() { <START> private static final long serialVersionUID = 5572701806697595613L; <END> @Override public File call() throws IOException { return getExeFile(); } }); final boolean existis = launcher.getChannel().call(new MasterToSlaveCallable<Boolean, IOException>() { private static final long serialVersionUID = 5572701806697595613L; @Override public Boolean call() throws IOException { return exe.exists(); } }); if (!existis) { launcher.getListener().error(""Gradle executable does not exist: "" + exe.getPath()); return null; } else { return exe.getPath(); } }","is serialVersionUID for? IIUC, Jenkins XStream serialize/deserialize data, Java serialization. is this required","public String getExecutable(final Launcher launcher) throws IOException, InterruptedException { final File exe = launcher.getChannel().call(new MasterToSlaveCallable<File, IOException>() { @Override public File call() throws IOException { return getExeFile(); } }); final boolean existis = launcher.getChannel().call(new MasterToSlaveCallable<Boolean, IOException>() { @Override public Boolean call() throws IOException { return exe.exists(); } }); if (!existis) { launcher.getListener().error(""Gradle executable does not exist: "" + exe.getPath()); return null; } else { return exe.getPath(); } }"
152,"private String transformToPluralForm(String singular) { StringBuilder plural = new StringBuilder(); plural.append(singular); if (singular.endsWith(LAST_CHAR_Y)) { int length = plural.length(); plural.replace(length - 1, length, PLURAL_SUFFIX_IES); } else if (singular.endsWith(LAST_CHAR_S) || singular.endsWith(LAST_CHAR_X) || singular.endsWith(LAST_CHAR_Z) || singular.endsWith(LAST_CHARS_CH) || singular.endsWith(LAST_CHARS_SH)) { <START> <END> plural.append(PLURAL_SUFFIX_ES); } else { plural.append(PLURAL_SUFFIX_S); } return plural.toString(); }",This benefit inilne examples (takle values tests),"private String transformToPluralForm(String singular) { StringBuilder plural = new StringBuilder(); plural.append(singular); if (singular.endsWith(String.valueOf(LAST_CHAR_Y))) { int length = plural.length(); plural.replace(length - 1, length, PLURAL_SUFFIX_IES); } else if (singular.endsWith(String.valueOf(LAST_CHAR_S)) || singular.endsWith(String.valueOf(LAST_CHAR_X)) || singular.endsWith(String.valueOf(LAST_CHAR_Z)) || singular.endsWith(LAST_CHARS_CH) || singular.endsWith(LAST_CHARS_SH)) { plural.append(PLURAL_SUFFIX_ES); } else { plural.append(PLURAL_SUFFIX_S); } return plural.toString(); }"
153,"public static void main(String[] args) throws Exception { MainDc mainInstance = new MainDc(); Properties nuroDCProp = new Properties(); mainInstance.loadDefaultValues(); mainInstance.loadFromEnrivonmentVariables(); try { <START> nuroDCProp.load(new FileInputStream(mainInstance.configFilePath)); <END> } catch (FileNotFoundException ex) { logger.error(""Properties file not found""); throw new RuntimeException(""Properties file not found""); } catch (IOException ex) { logger.error(""Error while parsing properties file""); throw new RuntimeException(""Error while parsing properties file""); } int port; try { port = Integer.parseInt(mainInstance.managerPort); } catch (NumberFormatException ex) { logger.error(""Error while converting manager port - must be an integer""); throw new RuntimeException(""Error while parsing properties file""); } Registry.initialize(mainInstance.managerIp, port, nuroDCProp); Registry.startMonitoring(); }",is semantic of config strategies? environment variables a config file. mechanism? I this simplify bootstrap of DC runtime management. Wdyt,"public static void main(String[] args) throws Exception { MainDc mainInstance = new MainDc(); if (args.length > 0) { mainInstance.configFilePath = args[0]; } else { mainInstance.configFilePath = CONFIG_FILE_PATH; } Properties nuroDCProp = new Properties(); try { nuroDCProp.load(new FileInputStream(mainInstance.configFilePath)); } catch (FileNotFoundException ex) { logger.error(""Properties file not found""); throw new RuntimeException(""Properties file not found""); } catch (IOException ex) { logger.error(""Error while parsing properties file""); throw new RuntimeException(""Error while parsing properties file""); } Registry.initialize(nuroDCProp); Registry.startMonitoring(); }"
